下午3:59 - 2017年11月30日," What are the SDGs? Well.... @UNACanada #TeachSDGspic.twitter.com/iZApa7Ir8g "
上午3:31 - 2017年11月10日," SDGs : India's achievements will play a pivotal role if we want to achieve the SDG goals, specially in health https://twitter.com/BMGFIndia/status/928857323371663360?? "
上午3:31 - 2017年11月10日," #RSPO India Representative, Kamal Seth, recently spoke at Young India Challenge highlighting RSPO's commitment + contributions to the #SDGs pic.twitter.com/GZsdj2WF2b "
上午3:30 - 2017年11月10日," Are your brand's plans to meet the UN #SDGs precise enough & backed by the right #NewMetrics to succeed?http://sbshare.co/2xWVdFw? "
上午3:30 - 2017年11月10日," #ISCSMD #SDGs goal 13: #climate #action - What does it take to run your organisation more #sustainably? Read the piece -> http://bit.ly/1MsAU1p? #WorldScienceDay #museum #scicommpic.twitter.com/jyWsb4XprD "
上午3:30 - 2017年11月10日," @RAJIVUNICDELHI at ICE 2017. Talking about #Peace #Planet #People #Prosperity to achieve #SDGs. pic.twitter.com/VLKI4yyAoG "
上午3:26 - 2017年11月10日," 9th meeting of @UN Task Force on #NCDs discusses joint work on multisectoral action on NCDs and #SDGs #cancer #cervicalcancer, #mhealth #environment #nutrition #tobaccocontrol #emergencies #alcohol #mhealth #communication #PhysicalActivity #childhoodobesity #comorbiditiespic.twitter.com/cRhJsVCCfp "
下午3:57 - 2017年11月9日," Want more details of the @GNReport roadmap to take integrated action for the #SDGs AND #Nutrition? Check out this figure and read Chapter 3 of report!pic.twitter.com/amYUrikuMc "
下午3:53 - 2017年11月9日," More women than men live in poverty. We need to do better #genderequality #EndPoverty #SDGs https://twitter.com/un_women/status/928720503354912770?? "
下午3:52 - 2017年11月9日," Why SDGs provide a historical opportunity for African countries http://ift.tt/2zqJOS3? #Rwanda "
下午3:43 - 2017年11月9日," We call on world leaders at #UNGA to help children outside of families by ensuring #AllChildrenCount in the #SDGs. #Hopeland "
下午3:41 - 2017年11月9日," #LandRights are key to ending poverty. I @JoinSolidGround in telling the @UN #IAEG #SDGs that indicator 1.4.2 is #Tier2Ready. #GlobalGoals "
下午3:32 - 2017年11月9日," The Daily Dose of Empowerment is out! https://paper.li/e-1452677519?edition_id=b20cfcc0-c584-11e7-82d3-0cc47a0d164b?? #sdgs "
下午3:32 - 2017年11月9日," The Daily Dose of Empowerment is out! https://paper.li/e-1452677519?edition_id=b20cfcc0-c584-11e7-82d3-0cc47a0d164b?? Stories via Red Point Tailor @sonnykalsi_ @elishevadpw #sdgs "
下午3:21 - 2017年11月9日," Want to know more about Global Learning Partnership's? Here's your 5min guide! @U21Health #SDGs #KUSMS #globalhealth #glp #Nepal #CollaborativeLearningpic.twitter.com/1OwzPPuFx5 "
下午3:19 - 2017年11月9日," When you ask a #climate #activist how are they doing at #COP23 #climatechange #sustainability #SDGs #ParisAgreementpic.twitter.com/WXbmyyjhDc "
下午3:19 - 2017年11月9日," Transitioning from the MDGs to SDGs.  https://www.youtube.com/watch?v=5_hLuEui6ww&sns=tw?? "
下午3:17 - 2017年11月9日," The project developers form yesterday: "Where are the projects in the post-Paris world?" Tackling adaptation, finance and #SDGs #COP23pic.twitter.com/rG2MFqlqJf "
下午3:16 - 2017年11月9日," #DidYouKnow Climate Change is a #Women issue - #ClimateChange affects everyone, but it is the  most #vulnerable who bear the brunt of #environmental, #economic & #social shocks. @UN_Women #COP23 #SDGs #Agenda2030 #WomenRights #News #Climate #UNEP #UN http://ow.ly/KHeL30gtJBx?pic.twitter.com/QB95KCTTBp "
下午3:12 - 2017年11月9日," HSBC pledges US$100bn in sustainable finance by 2030 #UNDP_SDGs @gtreviewhttps://www.gtreview.com/news/global/hsbc-pledges-us100bn-in-sustainable-finance-by-2025/?? "
下午3:11 - 2017年11月9日," @fujixeroxaus steps up to lead in #ethical #paper #sourcing http://bit.ly/2zweJKm? #procurement #SDGs #commitments #supplychains @FSC_IC "
下午3:10 - 2017年11月9日," #SDGs get familiar with them and  take action https://twitter.com/SDG2030/status/928711710264963075?? "
下午3:10 - 2017年11月9日," Politicians and activists gather for #COP23 #Bonn #climate  talks - in pictures #SDGS #SDG7 #globalgoals @UNFCCC http://ow.ly/R7IR30gtpDC?pic.twitter.com/befqwGBeGT "
下午3:10 - 2017年11月9日," .@OECD Adopts Mandate to Champion #SDGs Enable Development Aid to SIDS #SDG10 #SDG17http://sdg.iisd.org/news/oecd-adopts-mandate-to-champion-sdgs-enable-development-aid-to-sids/?? "
下午3:05 - 2017年11月9日," #LandRights are key to ending poverty. I @JoinSolidGround in telling the @UN #IAEG #SDGs that indicator 1.4.2 is #Tier2Ready. #GlobalGoals "
下午3:01 - 2017年11月9日," Thank you @TomFriedman for the great interview with our Head of Global Communications & Marketing @mm4globaldev on how we can leverage #mobile to achieve the @UN #SDGs. pic.twitter.com/fetTeR3WLR "
下午3:01 - 2017年11月9日," Join us to learn how to build capacities for #sustainable #business #innovation. http://bit.ly/abisglobal? #ABISforSDGs #SDGs #Leadershippic.twitter.com/koYJBhphzC "
下午3:01 - 2017年11月9日," Are your brand's plans to meet the UN #SDGs precise enough & backed by the right #NewMetrics to succeed?http://sbshare.co/2xWVdFw? "
下午2:59 - 2017年11月9日," RT SDG2030: #SDGs  1-No Poverty 2-No Hunger 3-Health 4-Education 5-Gender = 6-Water& sanitation 7-Clean energy 8-E? https://twitter.com/i/web/status/928711710264963075?? "
下午2:59 - 2017年11月9日," Scandinavia Ranks Highest on Global Sustainable Competitiveness Index - measures natural capital; social capital; resource management; intellectual capital; and governance efficiency #SDG4 #SDG12 #SDG14 #SDG15http://sdg.iisd.org/news/scandinavia-ranks-highest-on-global-sustainable-competitiveness-index/?? "
下午2:54 - 2017年11月9日," We'll be discussing how we can meet the SDGs at the #WorldToiletSummit in Melbourne, 20-21 November! http://bit.ly/wtsreg?https://twitter.com/GlobalGoalsUN/status/928579261660876802?? "
下午2:50 - 2017年11月9日," The SDGs will also be a focus at the upcoming #WorldToiletSummit in #Melbourne - which is not just about toilets! http://bit.ly/wtsreg?https://twitter.com/WaterAidAus/status/928753279244181504?? "
下午2:50 - 2017年11月9日," Target Group, Purpose and Context in Delivering anti FGM Messages http://tonymwebia.co.ke/2017/08/21/target-group-purpose-and-context-in-delivering-anti-fgm-messages/?? #EndFGM #SDG5 #SDGs "
下午2:45 - 2017年11月9日," Laws alone cannot #EndFGM!! My take on this debate; Law Vs Sensitization and Community Dialog in the fight against FGM/C http://tonymwebia.co.ke/2013/08/14/my-take-on-this-debate-law-vs-sensitization-and-community-dialog-in-the-fight-against-fgmfc/?? #SDGs #280characters "
下午2:37 - 2017年11月9日," Very good 2 meet w/ members of Norwegian Parliament today, we discussed common priorities, @UNDP 's new SP, UN Reform & our work in Myanmar & support #SDGs implementation @HegeHLiadal @NorwayUNpic.twitter.com/0nlzgs9ShD "
下午2:37 - 2017年11月9日," Mobile ? as a technology and as an industry ? is uniquely placed to support the #SDGs and development outcomes through the multiplier effect that comes from providing connectivity http://ow.ly/DFv430gtICy? @GSMAm4d #Ghana "
下午2:37 - 2017年11月9日," Report Recommends Adaptation Actions under #ParisAgreement and Chile Submits NAP #COP23 #SDG2 #SDG13 #SDG14 #SDG15http://sdg.iisd.org/news/report-recommends-adaptation-actions-under-paris-agreement-chile-submits-nap/?? "
下午2:35 - 2017年11月9日," Sorry I could not be there today - was busy doing my bit for @UniofNewcastle #SDGs  initiative through our #LivingDeltas  bid submission for #SDG and natural and cultural #heritage approach to developing better delta futures with a tremendous international team. "
下午2:30 - 2017年11月9日," http://spc.int/nmdi? will be updated to include SDGs Pacific indicators pic.twitter.com/kw5h41XRos "
下午2:22 - 2017年11月9日," #10km3x2 #map #GIS #ionosphere #biodiversity ##water #CARBON #OPENDATA #BIGDATA #YOUTH #SDGs #COP23 EARTH PENETRATING TOMOGRAPHY #DPRK #EMPpic.twitter.com/cNGzQOtE3q "
下午2:22 - 2017年11月9日," We SUPER support the #SDGs @RegisUSEED. Hope you will join us in infusing these goals through your organizations. We can help with the SDG Compass. #RegenerativeOrganizationshttps://twitter.com/GlobalGoalsUN/status/928579261660876802?? "
下午2:22 - 2017年11月9日," People who support #SustainableDevelopment WATCH this video http://fb.me/80iNJwQkW?  UN SDGs mean nothing if we don't recognize the sacred. #LAKOTA #NoDapl #UNSDGs #SDGs https://twitter.com/danielsheehan45/status/928738836036730880?? "
下午2:20 - 2017年11月9日," #PSPAFS received strong endorsement by heads :fisheries+ recently, Agriculture at #PWA2017 will support reporting against indicators #SDGs pic.twitter.com/2fSdVVjCSO "
下午2:16 - 2017年11月9日," Report Assesses City Competitiveness to Support #SDGs; explores relationship between housing and urban competitiveness #SDG11 #SDG8 #SDG9http://sdg.iisd.org/news/report-assesses-city-competitiveness-to-support-sdgs/?? "
下午2:13 - 2017年11月9日," A global #electricity system based entirely on #renewable energy by 2050? Feasible, say researchers: http://bit.ly/2znkxIF? #Goal7 #COP23pic.twitter.com/YM7rrgY47i "
下午2:11 - 2017年11月9日," Opportunity to get involved in creating the UK's action plan for the #SDGs. May be 2 yrs late, but better late than never! #sustainabilityhttps://forms.office.com/Pages/ResponsePage.aspx?id=x5Tcy8wPukWLicUyiKiNZqUN2q1XP39GsqXLdmSYnYBUNDNGTU02NllNOFUyTjJRMkJPNkFWS0w4Ry4u?? "
下午2:10 - 2017年11月9日," .@ONS have been working hard on reporting methods for #SDGs - great to see their first report published today! #COP23https://twitter.com/ons/status/928570427332587520?? "
下午2:10 - 2017年11月9日," #BoP #impinv Unitus Seed Fund mapping to 4 of the UN #SDGs, says it's first fund in India to do so https://www.forbes.com/sites/annefield/2017/09/30/bop-investor-unitus-seed-fund-mapping-its-impact-to-the-uns-sustainable-development-goals/#1fadd5632357?? #socentpic.twitter.com/Zby1yHvagr "
下午2:08 - 2017年11月9日," #Maps and #data has a lot to do with our ability to achieve the #SDGs. #GISday #ICT4D @geoworldmedia http://ow.ly/o4Ho30gkOcP?pic.twitter.com/JipR1lnxLV "
下午2:07 - 2017年11月9日," Thanks for sharing your #SDGS #communitydevelopment @CDAS thinking with us on Tuesday Rachel @includeinvolve "
下午2:03 - 2017年11月9日," It's supported by the need to address inequality (e.g. for the #SDGs), the need for governments to be adequately resourced to catch people left out of globalization's boom & becoming a relevant issue across @OECD countrieshttps://www.marketplace.org/2017/11/09/world/era-bank-secrecy-over-1?? "
下午2:03 - 2017年11月9日," '@MIT is awarding $1M to companies using tech to improve economic opportunity for all.  https://mitsloan.co/2yJddXT? @MITSloan #SDGs "
下午2:02 - 2017年11月9日," You need not be a survivor to join the fight against #FGM http://tonymwebia.co.ke/2016/01/30/you-need-not-be-a-survivor-to-join-the-fight-against-fgm/?? #EndFGM #SDGs "
下午2:01 - 2017年11月9日," Explore blockchain for #SDGs solutions w/  @BitfuryGroup CCO @mercuriojohn + @ginaundg at the #BlockchainSummit #Blockchain4Good "
下午1:59 - 2017年11月9日," Both are crucial #quality education is #SDG4, report from  @ONEinAfrica makes it clear that 52% of girls in the north are being hindered from learning, #2030 is close by, let us work on the goals of the #SDGs @ossap_sdgs @MBuhari @AishaYesufu @olu_presley #SDG4advocate #SDG4https://twitter.com/olu_presley/status/928719250323378176?? "
下午1:57 - 2017年11月9日," ||Progress City of Tomorrowlan||#IoP#Ai.#Wonderlan#IoT #IT'S YOUR HIGHWAY IN #THECLOUD TO YOUR FUTURE ADDRESS #IT'S AN INTELLIGENT HOME & NEIGHBORHOOD #IT'S INTELLIGENT LIFE #IT'S BEYOND SMART #TECHNOLOGY #SDGS "
下午1:55 - 2017年11月9日," Keep up w/ the #IAEG #SDGs meeting here,  documents & presentation uploaded- https://unstats.un.org/sdgs/meetings/iaeg-sdgs-meeting-06/?? "
下午1:54 - 2017年11月9日," [PHOTOS]: African rights body to push govts on SDGs http://www.newtimes.co.rw/section/read/223297/?? #Rwandapic.twitter.com/cOumdqthly "
下午1:50 - 2017年11月9日," Do it as #Vatican #bitcoin #blockchain on the war against #human #slavery #endslavery @nonservos #ITC #tech #soctech #socialimpact #SDGs #globalgoals #fininnovhttps://twitter.com/nonservos/status/928735759179436033?? "
下午1:41 - 2017年11月9日," Why indicator 1.4.2 deserves tier II status within the Global SDGs indicators framework https://landportal.info/blog-post/2017/11/why-indicator-142-deserves-tier-ii-status-within-global-sdgs-indicators-framework?? "
下午1:41 - 2017年11月9日," #SDG4 is crucial to the development of the nation, we need to get it right in Nigeria, check out @ajose_jeremiah pinned tweet and please #RT @ossap_sdgs @obyezeks @AishaYesufu @ONEinAfrica #projectTREE #SDG4advocate "
下午1:39 - 2017年11月9日," Save the date: 5th #UNGGIM High Level Forum - "Implementing the #SDGs: the role of #Geospatial Technology & Innovation". Mexico City, 28-30 November - @UNGGIM @INEGI_INFORMA #CDMX http://ggim.un.org/meetings/2017-Mexico/?? Promo Video https://youtu.be/1LETSBX4FgQ?pic.twitter.com/0E9mS7BpXD "
下午1:35 - 2017年11月9日," #Securetenure= increased investment in their homes, families, & communities. @LandIndicators #SDGs 1.4.2 is #Tier2Ready @joinsolidgroudpic.twitter.com/Z8OCfF6LwT "
下午1:32 - 2017年11月9日," This week on #Volunteer2030: Wall of Awareness in Punjab #Pakistan #SDGs #Goal3  - http://www.volunteer2030.org?pic.twitter.com/YMa0NiemEL "
下午1:32 - 2017年11月9日," Classifying projects according to their contribution to #climate vulnerability or #ClimateAction is fundamental to assess progress towards #SDGs.Find out best practices and lessons learned at our #COP23 side event on Nov 15 @zbattiz @GaelGiraud_AFD @AmaleeAmin @bbuchner13https://twitter.com/SimPolProject/status/928686469002289153?? "
下午1:29 - 2017年11月9日," #G7 Health Ministers Recognize Impacts of Environmental Degradation on Human Health #SDG3 #AMR #SDG2 #SDG5 #SDG6 #SDG10 #SDG11 #SDG12 #SDG13 #SDG15http://sdg.iisd.org/news/g7-health-ministers-recognize-impacts-of-environmental-degradation-on-human-health/?? "
下午1:28 - 2017年11月9日," Sunrise Academy needs your help!! https://youtu.be/PtzCjgvq13c? #psychology #health #houston #philanthropy #noew2017 #sdgs #csr #mentalhealth "
下午1:24 - 2017年11月9日," .@IEA Releases First Comprehensive Digitalization and Energy Report: interconnected digital devices are changing the way energy is consumed  #SDG7 #SDG9http://sdg.iisd.org/news/iea-releases-first-comprehensive-digitalization-and-energy-report/?? "
下午1:22 - 2017年11月9日," Enough is enough CHINA. China has UN Goals written in Chinese - but they are doing very badly in Sustainable Agriculture - because of Food Torture Culture, still passed on to Kids! and very much LEGAL! Enough evidence shows us that this is #systemic we must end this in #SDGS pic.twitter.com/13qvKbWBsg "
